accuracy,f1,auroc,auprc,n_patients,n_pos_patients,n_neg_patients,n_heterogeneous_patients,model,scheme,split,n_val_cells,hyperparams
0.2,0.06666666666666667,1.0,1.0,5,4,1,1,Random Forest,LOOCV,2100-Ovariancancer,12994,"{'n_estimators': 300, 'max_depth': None, 'random_state': 42, 'n_jobs': 4}"
