accuracy,f1,auroc,auprc,n_patients,n_pos_patients,n_neg_patients,n_heterogeneous_patients,model,scheme,split,n_val_cells,hyperparams
0.5714285714285714,0.4155844155844156,0.5,0.42857142857142855,7,3,4,2,Random Forest,LOOCV,Maynard_Bivona_2020,944,"{'n_estimators': 300, 'max_depth': None, 'random_state': 42, 'n_jobs': 4}"
